time,eiPosition_m_X,eiPosition_m_Y,eiPosition_m_Z,eiVelocity_m_s_X,eiVelocity_m_s_Y,eiVelocity_m_s_Z,eiAccel_m_s2_X,eiAccel_m_s2_Y,eiAccel_m_s2_Z,eiGravitation_m_s2_X,eiGravitation_m_s2_Y,eiGravitation_m_s2_Z
0.0,-4292653.41,955168.47,5139356.57,109.649663,-7527.72649,1484.521489,5.528986649809,-1.2302679053114,-6.6195499962663,5.528986649809,-1.2302679053114,-6.6195499962663
60.0,-4276130.764,501640.1506,5216447.948,440.8995044,-7584.043046,1084.189397,5.5084167710857,-0.6462017116843,-6.7197125039339,5.5084167710857,-0.6462017116843,-6.7197125039339
120.0,-4239785.465,45786.44927,5269357.68,770.1498564,-7605.207759,678.7772427,5.4623602979004,-0.0589893249854,-6.7888176007585,5.4623602979004,-0.0589893249854,-6.7888176007585
180.0,-4183783.258,-410279.4808,5297837.09,1095.87688,-7591.112907,270.1592543,5.3910151766711,0.5286657485356,-6.8265295773217,5.3910151766711,0.5286657485356,-6.8265295773217
240.0,-4108380.89,-864442.8941,5301750.471,1416.572094,-7541.813194,-139.7744838,5.2946951727153,1.1140548407296,-6.8326558258508,5.2946951727153,1.1140548407296,-6.8326558258508
300.0,-4013924.986,-1314597.201,5281075.784,1730.749288,-7457.525694,-549.1266558,5.1738287381118,1.6944763040691,-6.8071480539611,5.1738287381118,1.6944763040691,-6.8071480539611
360.0,-3900850.502,-1758653.688,5235904.828,2036.951361,-7338.629063,-956.0013936,5.028957371997,2.2672477256436,-6.7501028731748,5.028957371997,2.2672477256436,-6.7501028731748
420.0,-3769678.779,-2194551.175,5166442.892,2333.757041,-7185.66202,-1358.512974,4.8607334745195,2.8297181222202,-6.6617617528838,4.8607334745195,2.8297181222202,-6.6617617528838
480.0,-3621015.195,-2620265.55,5073007.89,2619.787462,-6999.321099,-1754.794491,4.6699176976655,3.379280064781,-6.5425103326504,4.6699176976655,3.379280064781,-6.5425103326504
540.0,-3455546.427,-3033819.155,4956028.968,2893.712566,-6780.45767,-2143.006472,4.4573757982604,3.9133816799089,-6.3928770881157,4.4573757982604,3.9133816799089,-6.3928770881157
600.0,-3274037.335,-3433289.972,4816044.604,3154.257307,-6530.074253,-2521.345388,4.2240750006481,4.4295384745268,-6.2135313483385,4.2240750006481,4.4295384745268,-6.2135313483385
660.0,-3077327.483,-3816820.557,4653700.202,3400.207611,-6249.320128,-2888.052034,3.971079878838,4.9253449298254,-6.00528066509,3.971079878838,4.9253449298254,-6.00528066509
720.0,-2866327.306,-4182626.702,4469745.18,3630.416087,-5939.486249,-3241.419721,3.6995477702863,5.3984858097768,-5.769067537494,3.6995477702863,5.3984858097768,-5.769067537494
780.0,-2642013.946,-4529005.763,4265029.584,3843.807443,-5601.999506,-3579.802266,3.410723735921,5.8467471294513,-5.5059654984099,3.410723735921,5.8467471294513,-5.5059654984099
840.0,-2405426.772,-4854344.632,4040500.22,4039.383586,-5238.41632,-3901.621713,3.1059350835296,6.2680267284599,-5.2171745720956,3.1059350835296,6.2680267284599,-5.2171745720956
900.0,-2157662.601,-5157127.295,3797196.341,4216.228382,-4850.415636,-4205.375778,2.7865854741652,6.6603443952703,-4.9040161159458,2.7865854741652,6.6603443952703,-4.9040161159458
960.0,-1899870.649,-5435941.964,3536244.885,4373.512051,-4439.791309,-4489.644954,2.4541486337922,7.0218514889002,-4.5679270624527,2.4541486337922,7.0218514889002,-4.5679270624527
1020.0,-1633247.228,-5689487.726,3258855.308,4510.495174,-4008.44394,-4753.09926,2.1101616949507,7.3508400056182,-4.2104535809643,2.1101616949507,7.3508400056182,-4.2104535809643
1080.0,-1359030.213,-5916580.69,2966314.021,4626.532287,-3558.372176,-4994.504594,1.7562181957458,7.6457510397776,-3.8332441822887,1.7562181957458,7.6457510397776,-3.8332441822887
1140.0,-1078493.307,-6116159.597,2659978.454,4721.075048,-3091.663528,-5212.728648,1.3939607659455,7.9051825898072,-3.4380422926808,1.3939607659455,7.9051825898072,-3.4380422926808
1200.0,-792940.1323,-6287290.864,2341270.784,4793.674958,-2610.484742,-5406.746369,1.0250735323647,8.1278966626789,-3.0266783272251,1.0250735323647,8.1278966626789,-3.0266783272251
1260.0,-503698.1667,-6429173.042,2011671.35,4843.985613,-2117.071762,-5575.644934,0.6512742779937,8.3128256328767,-2.6010612960524,0.6512742779937,8.3128256328767,-2.6010612960524
1320.0,-212112.5646,-6541140.655,1672711.779,4871.764486,-1613.719337,-5718.628194,0.2743063914753,8.4590778150076,-2.1631699801695,0.2743063914753,8.4590778150076,-2.1631699801695
1380.0,80460.11809,-6622667.406,1325967.867,4876.874216,-1102.770318,-5835.020595,-0.1040693544895,8.5659422127105,-1.7150437168964,-0.1040693544895,8.5659422127105,-1.7150437168964
1440.0,372658.2596,-6673368.743,973052.2416,4859.283402,-586.6046953,-5924.270518,-0.4820831554476,8.6328924104213,-1.258772837966,-0.4820831554476,8.6328924104213,-1.258772837966
1500.0,663121.5417,-6693003.747,615606.8386,4819.06689,-67.62843054,-5985.953049,-0.8579646162971,8.6595895788342,-0.7964888061971,-0.8579646162971,8.6595895788342,-0.7964888061971
1560.0,950497.3198,-6681476.352,255295.2314,4756.405557,451.7378682,-6019.772146,-1.2299512379633,8.6458845695195,-0.3303540992755,-1.2299512379633,8.6458845695195,-0.3303540992755
1620.0,1233446.966,-6638835.884,-106205.1501,4671.58558,969.0703656,-6025.562184,-1.5962969053927,8.5918190791042,0.1374481084684,-1.5962969053927,8.5918190791042,0.1374481084684
1680.0,1510652.153,-6565276.909,-467210.8762,4564.997198,1481.953461,-6003.288891,-1.9552803318663,8.4976258686444,0.6047244133541,-1.9552803318663,8.4976258686444,0.6047244133541
1740.0,1780821.047,-6461138.396,-826040.4103,4437.132978,1987.991237,-5953.049642,-2.3052134142114,8.3637280292894,1.0692817440723,-2.3052134142114,8.3637280292894,1.0692817440723
1800.0,2042694.382,-6326902.193,-1181022.001,4288.585567,2484.818828,-5875.07312,-2.6444494533856,8.190737290997,1.5289379618492,-2.6444494533856,8.190737290997,1.5289379618492
1860.0,2295051.388,-6163190.827,-1530501.534,4120.044972,2970.113672,-5769.718345,-2.9713911951496,7.9794513768762,1.9815324421093,-2.9713911951496,7.9794513768762,1.9815324421093
1920.0,2536715.538,-5970764.634,-1872850.308,3932.295357,3441.60656,-5637.473066,-3.2844986461277,7.7308504116337,2.4249365801528,-3.2844986461277,7.7308504116337,2.4249365801528
1980.0,2766560.086,-5750518.23,-2206472.694,3726.211378,3897.092452,-5478.951526,-3.5822966214863,7.4460923985497,2.8570641632429,-3.5822966214863,7.4460923985497,2.8570641632429
2040.0,2983513.382,-5503476.344,-2529813.643,3502.754074,4334.440992,-5294.891617,-3.8633819817425,7.1265077853287,3.2758815518132,-3.8633819817425,7.1265077853287,3.2758815518132
2100.0,3186563.915,-5230789.031,-2841366.005,3262.96634,4751.606667,-5086.15142,-4.1264305178335,6.7735931450205,3.6794176132687,-4.1264305178335,6.7735931450205,3.6794176132687
2160.0,3374765.083,-4933726.288,-3139677.618,3007.967992,5146.638567,-4853.70517,-4.3702034455265,6.3890040039155,4.0657733530471,-4.3702034455265,6.3890040039155,4.0657733530471
2220.0,3547239.646,-4613672.094,-3423358.149,2738.950457,5517.689682,-4598.638643,-4.5935534725178,5.9745468538319,4.4331311892448,-4.5935534725178,5.9745468538319,4.4331311892448
2280.0,3703183.861,-4272117.909,-3691085.626,2457.171114,5863.025704,-4322.144005,-4.7954304041273,5.5321703914775,4.7797638191658,-4.7954304041273,5.5321703914775,4.7797638191658
2340.0,3841871.255,-3910655.664,-3941612.662,2163.94731,6181.033279,-4025.514141,-4.9748862563331,5.0639560325266,5.1040426286146,-4.9748862563331,5.0639560325266,5.1040426286146
2400.0,3962656.039,-3530970.27,-4173772.309,1860.650091,6470.227666,-3710.136492,-5.1310798479687,4.5721077526552,5.4044455975985,-5.1310798479687,4.5721077526552,5.4044455975985
2460.0,4064976.135,-3134831.685,-4386483.539,1548.697665,6729.259771,-3377.486437,-5.263280847205,4.0589413119814,5.6795646593064,-5.263280847205,4.0589413119814,5.6795646593064
2520.0,4148355.804,-2724086.583,-4578756.31,1229.548648,6956.922518,-3029.120252,-5.3708732509199,3.5268729231194,5.9281124727564,-5.3708732509199,3.5268729231194,5.9281124727564
2580.0,4212407.865,-2300649.659,-4749696.197,904.6951118,7152.156523,-2666.667673,-5.4533582791875,2.9784074263377,6.1489285733137,-5.4533582791875,2.9784074263377,6.1489285733137
2640.0,4256835.483,-1866494.615,-4898508.572,575.655478,7314.055044,-2291.824122,-5.510356670863,2.4161260380954,6.340984869348,-5.510356670863,2.4161260380954,6.340984869348
2700.0,4281433.543,-1423644.868,-5024502.3,243.9672963,7441.868191,-1906.342609,-5.5416103700544,1.8426737414794,6.5033904575606,-5.5416103700544,1.8426737414794,6.5033904575606
2760.0,4286089.572,-974164.0399,-5127092.944,-88.82006541,7535.006363,-1512.025381,-5.5469835971298,1.260746388776,6.6353957339487,-5.5469835971298,1.260746388776,6.6353957339487
2820.0,4270784.23,-520146.2472,-5205805.468,-421.1527735,7593.04291,-1110.715335,-5.5264633017554,0.6730775875692,6.7363957819157,-5.5264633017554,0.6730775875692,6.7363957819157
2880.0,4235591.358,-63706.27046,-5260276.408,-751.4798906,7615.715998,-704.2872544,-5.4801589992818,0.0824254423644,6.8059330236609,-5.4801589992818,0.0824254423644,6.8059330236609
2940.0,4180677.581,393030.3737,-5290255.524,-1078.260709,7602.929683,-294.6389071,-5.4083019955266,-0.5084407762023,6.8436991256185,-5.4083019955266,-0.5084407762023,6.8436991256185
3000.0,4106301.479,847937.3972,-5295606.904,-1399.972022,7554.754177,116.3179467,-5.3112440086394,-1.0967539629832,6.8495361533458,-5.3112440086394,-1.0967539629832,6.8495361533458
3060.0,4012812.32,1298897.698,-5276309.537,-1715.115288,7471.425323,526.6665948,-5.1894552002222,-1.6797624401642,6.8234369758125,-5.1894552002222,-1.6797624401642,6.8234369758125
3120.0,3900648.368,1743813.264,-5232457.338,-2022.223666,7353.343272,934.4944147,-5.0435216311998,-2.2547430802154,6.7655449235013,-5.0435216311998,-2.2547430802154,6.7655449235013
3180.0,3770334.774,2180614.968,-5164258.629,-2319.868884,7201.070383,1337.901872,-4.8741421610604,-2.8190142227574,6.6761527090354,-4.8741421610604,-2.8190142227574,6.6761527090354
3240.0,3622481.061,2607272.223,-5072035.091,-2606.66789,7015.328355,1735.011434,-4.6821248119954,-3.369948320519,6.5557006231804,-4.6821248119954,-3.369948320519,6.5557006231804
3300.0,3457778.218,3021802.435,-4956220.176,-2881.289289,6796.994606,2123.976351,-4.4683826221364,-3.9049842523056,6.4047740229825,-4.4683826221364,-3.9049842523056,6.4047740229825
3360.0,3276995.412,3422280.22,-4817357.001,-3142.459505,6547.09793,2502.989268,-4.2339290145085,-4.4216392439925,6.2241001324851,-4.2339290145085,-4.4216392439925,6.2241001324851
3420.0,3080976.345,3806846.337,-4656095.733,-3388.96865,6266.81345,2870.290625,-3.9798727104745,-4.9175203419441,6.0145441798814,-3.9798727104745,-4.9175203419441,6.0145441798814
3480.0,2870635.258,4173716.303,-4473190.472,-3619.676083,5957.456893,3224.176807,-3.7074122183318,-5.3903353869092,5.7771048980938,-3.7074122183318,-5.3903353869092,5.7771048980938
3540.0,2646952.626,4521188.637,-4269495.663,-3833.515622,5620.478233,3563.007997,-3.4178299293371,-5.8379034402941,5.5129094186085,-3.4178299293371,-5.8379034402941,5.5129094186085
3600.0,2410970.535,4847652.714,-4045962.034,-4029.500386,5257.454715,3885.215723,-3.1124858547728,-6.2581646187261,5.2232075909303,-3.1124858547728,-6.2581646187261,5.2232075909303
3660.0,2163787.796,5151596.171,-3803632.102,-4206.727261,4870.083312,4189.310026,-2.7928110387428,-6.6491892969543,4.9093657622417,-2.7928110387428,-6.6491892969543,4.9093657622417
3720.0,1906554.788,5431611.857,-3543635.254,-4364.380957,4460.172655,4473.886259,-2.4603006821929,-7.0091866433296,4.5728600537645,-2.4603006821929,-7.0091866433296,4.5728600537645
3780.0,1640468.084,5686404.276,-3267182.437,-4501.737639,4029.634461,4737.631457,-2.1165070142086,-7.3365124563354,4.2152691719276,-2.1165070142086,-7.3365124563354,4.2152691719276
3840.0,1366764.86,5914795.501,-2975560.475,-4618.168139,3580.47452,4979.330265,-1.7630319469637,-7.6296762748615,3.8382667937479,-1.7630319469637,-7.6296762748615,3.8382667937479
3900.0,1086717.133,6115730.542,-2670126.05,-4713.1407,3114.783279,5197.870397,-1.4015195507834,-7.8873477390801,3.4436135668478,-1.4015195507834,-7.8873477390801,3.4436135668478
3960.0,801625.8435,6288282.132,-2352299.361,-4786.223289,2634.726059,5392.247609,-1.033648385677,-8.108362182877,3.0331487652732,-1.033648385677,-8.108362182877,3.0331487652732
4020.0,512814.8161,6431654.916,-2023557.508,-4837.085422,2142.532971,5561.570156,-0.6611237253904,-8.2917254427764,2.608781642758,-0.6611237253904,-8.2917254427764,2.608781642758
4080.0,221624.6224,6545189.032,-1685427.622,-4865.49954,1640.488556,5705.062727,-0.2856697095576,-8.4366178721449,2.172482525321,-0.2856697095576,-8.4366178721449,2.172482525321
4140.0,-70593.62403,6628363.062,-1339479.772,-4871.3419,1130.921216,5822.069832,0.0909785410916,-8.5423975531633,1.7262736851063,0.0909785410916,-8.5423975531633,1.7262736851063
4200.0,-362484.5109,6680796.336,-987319.6913,-4854.592998,616.192476,5912.058648,0.4670828122617,-8.6086027025834,1.2722200372009,0.4670828122617,-8.6086027025834,1.2722200372009
4260.0,-652694.5832,6702250.599,-630581.3426,-4815.337521,98.68612018,5974.621285,0.8409096530165,-8.6349532706397,0.8124197008109,0.8409096530165,-8.6349532706397,0.8124197008109
4320.0,-939878.5805,6692631.02,-270919.3707,-4753.763822,-419.2027376,6009.476503,1.2107381697063,-8.6213517356503,0.3489944656757,1.2107381697063,-8.6213517356503,0.3489944656757
4380.0,-1222705.631,6651986.537,89998.53449,-4670.16294,-935.0786098,6016.470837,1.5748677255326,-8.5678830998191,-0.1159197960363,1.5748677255326,-8.5678830998191,-0.1159197960363
4440.0,-1499865.369,6580509.559,450499.3239,-4564.927156,-1446.556567,5995.579157,1.9316255154612,-8.4748140945382,-0.5801827328521,1.9316255154612,-8.4748140945382,-0.5801827328521
4500.0,-1770073.959,6478534.999,808912.2916,-4438.548096,-1951.273098,5946.904651,2.2793739873173,-8.3425916060935,-1.0416590934709,2.2793739873173,-8.3425916060935,-1.0416590934709
4560.0,-2032079.985,6346538.671,1163576.759,-4291.614402,-2446.896853,5870.678228,2.6165180810382,-8.1718403351078,-1.498228244828,2.6165180810382,-8.1718403351078,-1.498228244828
4620.0,-2284670.192,6185135.04,1512849.707,-4124.808967,-2931.139223,5767.257363,2.9415122592155,-7.9633597053146,-1.9477935919336,2.9415122592155,-7.9633597053146,-1.9477935919336
4680.0,-2526675.047,5995074.344,1855113.318,-3938.905761,-3401.764712,5637.12437,3.2528673032206,-7.7181200393716,-2.3882918636627,3.2528673032206,-7.7181200393716,-2.3882918636627
4740.0,-2756974.101,5777239.106,2188782.407,-3734.766252,-3856.60106,5480.884136,3.5491568503588,-7.4372580213899,-2.8177022296866,3.5491568503588,-7.4372580213899,-2.8177022296866
4800.0,-2974501.119,5532640.039,2512311.685,-3513.33545,-4293.549067,5299.261295,3.8290236486418,-7.1220714677136,-3.2340552147568,3.8290236486418,-7.1220714677136,-3.2340552147568
4860.0,-3178248.964,5262411.379,2824202.856,-3275.637574,-4710.592094,5093.096898,4.0911855068942,-6.774013429223,-3.6354413775848,4.0911855068942,-6.774013429223,-3.6354413775848
4920.0,-3367274.215,4967805.654,3123011.481,-3022.771383,-5105.805178,4863.344544,4.334440919023,-6.3946856501013,-4.0200197225819,4.334440919023,-6.3946856501013,-4.0200197225819
4980.0,-3540701.487,4650187.92,3407353.609,-2755.905172,-5477.363743,4611.066039,4.557674342369,-5.9858314095916,-4.3860258137473,4.557674342369,-5.9858314095916,-4.3860258137473
5040.0,-3697727.447,4311029.491,3675912.121,-2476.271466,-5823.551865,4337.426562,4.7598611111458,-5.549327774807,-4.7317795610048,4.7598611111458,-5.549327774807,-4.7317795610048
5100.0,-3837624.501,3951901.178,3927442.781,-2185.161431,-6142.770051,4043.689379,4.9400719670366,-5.0871772941604,-5.0556926503011,4.9400719670366,-5.0871772941604,-5.0556926503011
5160.0,-3959744.14,3574466.086,4160779.948,-1883.91902,-6433.542507,3731.210126,5.0974771900919,-4.6014991624565,-5.3562755897872,5.0974771900919,-4.6014991624565,-5.3562755897872
5220.0,-4063519.922,3180471.99,4374841.939,-1573.93489,-6694.523855,3401.430676,5.2313503141392,-4.0945198901543,-5.6321443454247,5.2313503141392,-4.0945198901543,-5.6321443454247
5280.0,-4148470.091,2771743.317,4568636.008,-1256.640105,-6924.505286,3055.872624,5.341071412002,-3.5685635107813,-5.8820265403913,5.341071412002,-3.5685635107813,-5.8820265403913
5340.0,-4214199.803,2350172.786,4741262.927,-933.4996561,-7122.420104,2696.130414,5.426129936929,-3.0260413619531,-6.1047671937186,5.426129936929,-3.0260413619531,-6.1047671937186
5400.0,-4260402.968,1917712.731,4891921.138,-606.0058251,-7287.348646,2323.864134,5.4861271077763,-2.4694414769426,-6.2993339746935,5.4861271077763,-2.4694414769426,-6.2993339746935
5460.0,-4286863.682,1476366.145,5019910.472,-275.6714186,-7418.522561,1940.792012,5.5207778266633,-1.9013176252498,-6.4648219507013,5.5207778266633,-1.9013176252498,-6.4648219507013
5520.0,-4293457.252,1028177.49,5124635.406,55.97709852,-7515.328414,1548.682644,5.5299121190627,-1.32427804214,-6.6004578073995,5.5299121190627,-1.32427804214,-6.6004578073995
5580.0,-4280150.811,575223.3147,5205607.841,387.4065418,-7577.310611,1149.346982,5.5134760875829,-0.7409738886477,-6.7056035214031,5.5134760875829,-0.7409738886477,-6.7056035214031
5640.0,-4247003.511,119602.7083,5262449.403,717.083988,-7604.173622,744.6301221,5.4715323720771,-0.154087485075,-6.7797594670447,5.4715323720771,-0.154087485075,-6.7797594670447
5700.0,-4194166.296,-336572.3488,5294893.237,1043.483769,-7595.78349,336.4029222,5.404260110174,0.4336796374677,-6.8225669402602,5.404260110174,0.4336796374677,-6.8225669402602
5760.0,-4121881.255,-791186.7076,5302785.303,1365.094446,-7552.168628,-73.44651605,5.3119543938747,1.019618821431,-6.8338100842659,5.3119543938747,1.019618821431,-6.8338100842659
5820.0,-4030480.568,-1242131.798,5286085.145,1680.425742,-7473.519876,-483.0214589,5.1950252195144,1.6010264556045,-6.813417203428,5.1950252195144,1.6010264556045,-6.813417203428
5880.0,-3920385.023,-1687315.36,5244866.157,1988.015387,-7360.189834,-890.4252145,5.0539959301374,2.1752161874051,-6.7614614536161,5.0539959301374,2.1752161874051,-6.7614614536161
5940.0,-3792102.133,-2124671.106,5179315.314,2286.435862,-7212.691461,-1293.769829,4.8895011512022,2.7395311244699,-6.6781608993653,4.8895011512022,2.7395311244699,-6.6781608993653
6000.0,-3646223.858,-2552168.289,5089732.389,2574.301003,-7031.695941,-1691.184767,4.702284222497,3.291355974145,-6.5638779303665,4.702284222497,3.291355974145,-6.5638779303665
6060.0,-3483423.923,-2967821.106,4976528.648,2850.27243,-6818.029828,-2080.825537,4.4931941312282,3.8281290684011,-6.4191180321636,4.4931941312282,3.8281290684011,-6.4191180321636
6120.0,-3304454.768,-3369697.925,4840225.035,3113.065784,-6572.67147,-2460.882223,4.2631819534194,4.3473542208073,-6.2445279084519,4.2631819534194,4.3473542208073,-6.2445279084519
6180.0,-3110144.121,-3755930.26,4681449.836,3361.456735,-6296.746729,-2829.587888,4.0132968130358,4.8466123614926,-6.0408929550583,4.0132968130358,4.8466123614926,-6.0408929550583
6240.0,-2901391.226,-4124721.481,4500935.863,3594.286729,-5991.524014,-3185.226801,3.7446813706095,5.3235728955458,-5.8091340885187,3.7446813706095,5.3235728955458,-5.8091340885187
6300.0,-2679162.73,-4474355.201,4299517.13,3810.468456,-5658.408638,-3526.142458,3.4585668555785,5.776004730081,-5.5503039351525,3.4585668555785,5.776004730081,-5.5503039351525
6360.0,-2444488.249,-4803203.301,4078125.073,4008.991001,-5298.936529,-3850.745354,3.1562676590452,6.2017869152563,-5.2655823896576,3.1562676590452,6.2017869152563,-5.2655823896576
6420.0,-2198455.644,-5109733.565,3837784.298,4188.924663,-4914.767311,-4157.520472,2.8391755062013,6.5989188448975,-4.9562715554839,2.8391755062013,6.5989188448975,-4.9562715554839
6480.0,-1942206.008,-5392516.88,3579607.898,4349.425411,-4507.676789,-4445.034445,2.5087532302234,6.9655299630903,-4.6237900825879,2.5087532302234,6.9655299630903,-4.6237900825879
6540.0,-1676928.401,-5650233.965,3304792.348,4489.738952,-4079.548869,-4711.942371,2.1665281720062,7.2998889241578,-4.2696669215829,2.1665281720062,7.2998889241578,-4.2696669215829
6600.0,-1403854.36,-5881681.604,3014612.002,4609.204397,-3632.366949,-4956.99422,1.8140852326325,7.6004121548853,-3.8955345167695,1.8140852326325,7.6004121548853,-3.8955345167695
6660.0,-1124252.187,-6085778.341,2710413.218,4707.257495,-3168.204805,-5179.040834,1.4530596079703,7.8656717696794,-3.5031214640197,1.4530596079703,7.8656717696794,-3.5031214640197
6720.0,-839421.0717,-6261569.621,2393608.136,4783.433429,-2689.217035,-5377.039461,1.0851292371913,8.0944027915826,-3.0942446629678,1.0851292371913,8.0944027915826,-3.0942446629678
6780.0,-550685.0491,-6408232.341,2065668.145,4837.369146,-2197.629084,-5550.058803,0.7120069993104,8.2855096347037,-2.6708009963957,0.7120069993104,8.2855096347037,-2.6708009963957
6840.0,-259386.8372,-6525078.793,1728117.052,4868.805214,-1695.726907,-5697.283559,0.335432694013,8.4380718066719,-2.2347585730601,0.335432694013,8.4380718066719,-2.2347585730601
6900.0,33118.42411,-6611559.975,1382523.999,4877.587191,-1185.846309,-5818.018422,-0.0428351549557,8.5513487931753,-1.7881475734452,-0.0428351549557,8.5513487931753,-1.7881475734452
6960.0,325469.5015,-6667268.258,1030496.161,4863.666501,-670.3620252,-5911.69152,-0.4210276337554,8.6247840904858,-1.3330507410125,-0.4210276337554,8.6247840904858,-1.3330507410125
7020.0,616305.4333,-6691939.384,673671.2487,4827.100805,-151.6765799,-5977.85728,-0.7973738680878,8.6580083560923,-0.8715935644126,-0.7973738680878,8.6580083560923,-0.8715935644126
7080.0,904271.9027,-6685453.801,313709.861,4768.05386,367.7910159,-6016.198687,-1.1701095054771,8.6508416521333,-0.4059341987863,-1.1701095054771,8.6508416521333,-0.4059341987863
